gold_score,hyp,ref,METEOR,BLEU,NIST,WACC
-2.0,"Sollten Sie weitere Fragen oder Bedenken haben, können Sie jederzeit auf diese E-Mail antworten und wir werden Ihnen weiterhelfen können.","Wenn Sie noch weitere Fragen oder Probleme haben, können Sie jederzeit auf diese E-Mail antworten, damit wir Ihnen weiterhelfen können.",0.7629117472640035,0.75,3.4450032576347764,0.699999988079071
0.0,"Vielen Dank, dass Sie #PRS_ORG# kontaktiert haben. Es war mir eine Freude, Ihnen heute zu helfen.","Vielen Dank, dass Sie #PRS_ORG# kontaktiert haben, es hat mich gefreut, Ihnen helfen zu können.",0.6896627971254836,0.5,2.7303365869990834,0.46666663885116577
0.0,"Ich hoffe, Sie haben einen tollen Tag.",Ich wünsche Ihnen noch einen schönen Tag.,0.3896604938271605,0.4285714328289032,1.3333333333333333,0.4285714030265808
-5.0,"Du weißt, was ich unter dir verstehe.","Wissen Sie, ich kann Sie verstehen.",0.1851851851851852,0.1428571492433548,1.0,0.0
0.0,"da wir möchten, dass Sie Ihre Bestellung bei uns haben.","da wir möchten, dass Sie Ihre Bestellung von uns erhalten.",0.8220833333333335,0.800000011920929,2.987468750600964,0.7999999970197678
0.0,"Als Warnhinweis für Ihre erste Bestellung werde ich für diese Bestellung den vollen Betrag gutschreiben, damit Sie diese Gutschrift verwenden können, um eine Bestellung bei der richtigen Filiale aufzugeben.","Als Kulanzleistung bei Ihrer ersten Bestellung werde ich eine Gutschrift des vollständigen Betrags für diese Bestellung veranlassen, damit Sie die Gutschrift für eine Bestellung bei der richtigen Filiale verwenden können.",0.6377008506616257,0.5996513962745667,2.9764097655573916,0.36666667461395264
0.0,"Ok, bitte tu mir den Gefallen, den nächsten Schritten zu folgen>","OK, bitte befolgen Sie die nächsten Schritte >",0.26315789473684215,0.1818181872367859,0.9056928575549464,-0.125
-2.0,Schließen Sie das Wandladegerät (nicht im Lieferumfang enthalten) an eine Steckdose an und verbinden Sie dann Ihren eReader mit dem Wandladegerät.,Schließen Sie das Wandladegerät (nicht im Lieferumfang enthalten) an eine Steckdose an und verbinden Sie Ihr Lesegerät mit dem Ladegerät.,0.8590367965367967,0.8095238208770752,3.6029682967141774,0.7999999970197678
-2.0,"Halten Sie die Einschalttaste gedrückt, bis oben auf dem Bildschirm die Worte „Ausgeschaltet“ angezeigt werden.","Drücken und halten Sie die Power-Taste, bis oben im Bildschirm „Ausgeschaltet“ angezeigt wird.",0.6540697674418605,0.46666666865348816,2.3664258554607236,0.23076921701431274
-2.0,Halten Sie den Netzschalter weiterhin 3-4 Sekunden lang gedrückt.,Halten Sie die Power-Taste für weitere 3-4 Sekunden gedrückt.,0.5625,0.5555555820465088,1.9931568569324174,0.4444444179534912
-4.0,Lassen Sie den Netzschalter los.,Lassen Sie die Power-Taste los.,0.625,0.6000000238418579,1.723308333814104,0.5999999940395355
-2.0,Halten Sie die Einschalttaste an Ihrem eReader 30 Sekunden lang gedrückt.,Drücken und halten Sie die Power-Taste an Ihrem Lesegerät für 30 Sekunden.,0.5813953488372093,0.41504576802253723,2.101061778337873,0.25
-1.0,"Warten Sie, bis der Bildschirm „Wiederherstellen“ angezeigt wird.","Warten Sie, bis der Bildschirm „Wiederherstellen“ angezeigt wird.",0.9997106481481481,1.0,3.584962500721156,1.0
-4.0,Lassen Sie den Netzschalter los.,Lassen Sie die Power-Taste los.,0.625,0.6000000238418579,1.723308333814104,0.5999999940395355
-2.0,"Nachdem der E-Reader zurückgesetzt wurde, werden Sie aufgefordert, Ihre Spracheinstellungen und ein WLAN-Netzwerk festzulegen.","Nachdem das Lesegerät zurückgesetzt wurde, werden Sie aufgefordert, Ihre Spracheinstellungen und ein WLAN-Netzwerk festzulegen.",0.8813071895424837,0.8571428656578064,3.488937801103242,0.8571428507566452
-1.0,Danach müssen Sie sich mit Ihrer E-Mail-Adresse und Ihrem Passwort anmelden,Danach müssen Sie sich mit Ihrer E-Mail-Adresse und Ihrem Kennwort anmelden,0.9054545454545455,0.9090909361839294,3.1449378351248156,0.9090909063816071
-2.1,unsere aktuellen Preise finden Sie auf der Registerkarte Zahlungen und Porto.,Auf der Registerkarte „Zahlungen und Postgebühren“ finden Sie unsere aktuellen Tarife.,0.6793478260869565,0.6363636255264282,2.5832959668633757,0.0
